Name,Data Type,Statistical Method,Effect Measure,Analysis Model,Events 1,Mean 1,SD 1,Total 1,Events 2,Mean 2,SD 2,Total 2,Effect Estimate,SE,CI Start,CI End,Weight,Q,P(Q),I²(Q),Tau²,Z,P(Z),Qint,P(Qint),I²(Qint),df,Year of study
After dose 2,DIC,MH,Risk Ratio,Random,2697,,,10743,970,,,4887,0.9877424,,0.91864979,1.06203153,100,26.10524198,0.29592317,11.89508982,0.00333687,0.33334155,0.73887648,,,,23,
RIX Anh 2011-PHL,,,,,197,0,0,296,45,0,0,75,1.10923423,0.10289146,0.90665465,1.35707745,9.83181661,,,,,,,,,,,2011
RIX Anh 2011-VNM,,,,,141,0,0,286,36,0,0,73,0.99970862,0.13294677,0.770387,1.29729257,6.51510571,,,,,,,,,,,2011
RIX Bernstein 1998-USA,,,,,4,0,0,21,5,0,0,20,0.76190476,0.59361684,0.23801982,2.43886779,0.38483746,,,,,,,,,,,1998
RIX Dennehy 2005-NA,,,,,82,0,0,394,31,0,0,101,0.67807434,0.17892492,0.47750305,0.96289399,3.87240967,,,,,,,,,,,2005
RIX GSK[021] 2007-PAN,,,,,57,0,0,168,13,0,0,47,1.22664835,0.25930283,0.73790611,2.03910248,1.93969353,,,,,,,,,,,2007
RIX GSK[033] 2007-LA,,,,,129,0,0,683,28,0,0,112,0.75549048,0.18186128,0.52896678,1.07902025,3.75973791,,,,,,,,,,,2007
RIX GSK[041] 2007-KOR,,,,,8,0,0,99,6,0,0,52,0.7003367,0.51218638,0.25664514,1.91108816,0.51527323,,,,,,,,,,,2007
RIX GSK[101555] 2008-PHL,,,,,29,0,0,98,22,0,0,50,0.67254174,0.22300947,0.43440343,1.04122659,2.5794856,,,,,,,,,,,2008
RIX Kawamura 2011-JPN,,,,,33,0,0,499,12,0,0,250,1.37775551,0.3280737,0.72429471,2.62077055,1.23361718,,,,,,,,,,,2011
RIX Kerdpanich 2010-THA,,,,,69,0,0,342,12,0,0,52,0.87426901,0.27508424,0.50990932,1.49898475,1.73264955,,,,,,,,,,,2011
RIX Kim 2012-KOR,,,,,33,0,0,508,8,0,0,176,1.42913386,0.38425605,0.67296669,3.03495494,0.90664233,,,,,,,,,,,2012
RIX Li 2013b-CHN,,,,,0,0,0,23,3,0,0,22,0.13690476,1.48343162,0.00747686,2.50678931,0.06211405,,,,,,,,,,,2013
RIX Li 2014-CHN,,,,,46,0,0,1449,42,0,0,1446,1.09297052,0.21015937,0.72396983,1.65004743,2.88173686,,,,,,,,,,,2014
RIX Narang 2009-IND,,,,,18,0,0,175,12,0,0,173,1.48285714,0.35692332,0.73669146,2.98478459,1.0471381,,,,,,,,,,,2009
RIX NCT00158756-RUS,,,,,22,0,0,76,10,0,0,25,0.72368421,0.30380364,0.39897986,1.3126448,1.43143891,,,,,,,,,,,
RIX Phua 2005-SGP,,,,,536,0,0,1779,186,0,0,642,1.03994633,0.07157003,0.9038376,1.19655165,16.18291088,,,,,,,,,,,2005
RIX Salinas 2005-LA,,,,,826,0,0,1534,288,0,0,522,0.97596154,0.04599214,0.8918342,1.06802466,25.10818048,,,,,,,,,,,2005
RIX Steele 2008-ZAF,,,,,34,0,0,282,12,0,0,143,1.43676123,0.31969672,0.76781795,2.68850557,1.29704217,,,,,,,,,,,2008
RIX Steele 2010b-ZAF,,,,,91,0,0,369,13,0,0,90,1.70731707,0.27219653,1.0014288,2.91077266,1.76801493,,,,,,,,,,,2007
RIX Vesikari 2004a-FIN,,,,,5,0,0,111,4,0,0,60,0.67567568,0.65140181,0.18847947,2.42221403,0.32009812,,,,,,,,,,,2004
RIX Vesikari 2004b-FIN,,,,,69,0,0,255,31,0,0,124,1.08235294,0.18645303,0.75103434,1.55983266,3.59285501,,,,,,,,,,,2004
RIX Vesikari 2007a-EU,,,,,244,0,0,905,142,0,0,486,0.92276087,0.08931981,0.77456882,1.09930533,12.09851894,,,,,,,,,,,2007
RIX Vesikari 2011-FIN,,,,,10,0,0,196,3,0,0,49,0.83333333,0.63861031,0.23835961,2.91343167,0.33294471,,,,,,,,,,,2011
RIX Zaman 2009-BGD,,,,,14,0,0,195,6,0,0,97,1.16068376,0.47186625,0.46032083,2.92662572,0.60573805,,,,,,,,,,,2009
After dose 3,DIC,MH,Risk Ratio,Random,467,,,1108,119,,,282,0.98262438,,0.85798863,1.12536534,100,2.02981538,0.56624157,0,0,0.25328763,0.80004596,,,,3,
RIX Anh 2011-PHL,,,,,182,0,0,293,48,0,0,75,0.97056314,0.09788532,0.80113122,1.17582836,49.9826318,,,,,,,,,,,2011
RIX Anh 2011-VNM,,,,,146,0,0,283,40,0,0,73,0.94151943,0.12090127,0.74287877,1.19327525,32.7636721,,,,,,,,,,,2011
RIX GSK[021] 2007-PAN,,,,,63,0,0,168,18,0,0,46,0.95833333,0.20913407,0.63606478,1.44388245,10.94976197,,,,,,,,,,,2007
RIX Steele 2010b-ZAF,,,,,76,0,0,364,13,0,0,88,1.41335587,0.27562671,0.82345079,2.42585818,6.30393413,,,,,,,,,,,2007
End of follow-up,DIC,MH,Risk Ratio,Random,2537,,,7867,1043,,,4059,0.96781137,,0.9266138,1.01084059,100,15.47403272,0.56137804,0,0,1.47415563,0.14043969,,,,17,
RIX Dennehy 2005-NA,,,,,136,0,0,421,38,0,0,108,0.91811476,0.14843913,0.68634956,1.22814201,2.23559021,,,,,,,,,,,2005
RIX GSK[033] 2007-LA,,,,,199,0,0,730,33,0,0,124,1.02432545,0.16091543,0.74725098,1.40413682,1.90236384,,,,,,,,,,,2007
RIX GSK[041] 2007-KOR,,,,,17,0,0,100,8,0,0,52,1.105,0.39318286,0.51131016,2.38803195,0.31863966,,,,,,,,,,,2007
RIX GSK[101555] 2008-PHL,,,,,47,0,0,100,24,0,0,50,0.97916667,0.18150279,0.68605853,1.39750083,1.49527949,,,,,,,,,,,2008
RIX Kawamura 2011-JPN,,,,,62,0,0,508,22,0,0,257,1.42573372,0.23605936,0.8976444,2.26450099,0.8839883,,,,,,,,,,,2011
RIX Kerdpanich 2010-THA,,,,,114,0,0,348,16,0,0,52,1.06465517,0.22173768,0.68939085,1.64419159,1.00186683,,,,,,,,,,,2011
RIX Li 2014-CHN,,,,,83,0,0,1513,104,0,0,1514,0.7986044,0.14262586,0.60384899,1.05617299,2.42154426,,,,,,,,,,,2014
RIX Narang 2009-IND,,,,,29,0,0,182,18,0,0,181,1.60225885,0.28110309,0.92354337,2.77976488,0.62338701,,,,,,,,,,,2009
RIX Omenaca 2012-EU,,,,,54,0,0,203,29,0,0,100,0.91727535,0.1951286,0.62575735,1.34460117,1.29374042,,,,,,,,,,,2009
RIX Rivera 2011-DOM,,,,,32,0,0,100,32,0,0,100,1,0.20615528,0.66760612,1.49788921,1.15904435,,,,,,,,,,,2009
RIX Salinas 2005-LA,,,,,1238,0,0,1618,425,0,0,537,0.96677961,0.02608546,0.91859378,1.01749309,72.39223141,,,,,,,,,,,2005
RIX Steele 2008-ZAF,,,,,64,0,0,297,28,0,0,150,1.15440115,0.20323783,0.77510475,1.71930572,1.19255902,,,,,,,,,,,2008
RIX Steele 2010a-ZAF,,,,,30,0,0,50,28,0,0,50,1.07142857,0.17043362,0.76716691,1.4963617,1.69581488,,,,,,,,,,,
RIX Vesikari 2004a-FIN,,,,,8,0,0,122,6,0,0,62,0.67759563,0.5170502,0.24595557,1.86674298,0.18425681,,,,,,,,,,,2004
RIX Vesikari 2004b-FIN,,,,,86,0,0,265,33,0,0,133,1.3079474,0.17503873,0.92810486,1.8432469,1.60775807,,,,,,,,,,,2004
RIX Vesikari 2007a-EU,,,,,310,0,0,914,192,0,0,490,0.86558625,0.07279582,0.75049263,0.99833033,9.29557129,,,,,,,,,,,2007
RIX Vesikari 2011-FIN,,,,,18,0,0,200,4,0,0,50,1.125,0.52967495,0.39837528,3.17696668,0.175578,,,,,,,,,,,2011
RIX Zaman 2009-BGD,,,,,10,0,0,196,3,0,0,49,0.83333333,0.63861031,0.23835961,2.91343167,0.12078615,,,,,,,,,,,2009
Reactogenicity: diarrhoea,DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
After dose 1,DIC,MH,Risk Ratio,Random,618,,,12727,286,,,6005,1.01271203,,0.87965653,1.16589329,100,21.55826946,0.60561369,0,0,0.17576918,0.86047529,,,,24,
RIX Anh 2011-PHL,,,,,9,0,0,300,6,0,0,75,0.375,0.51099032,0.1377449,1.02090897,1.97800358,,,,,,,,,,,2011
RIX Anh 2011-VNM,,,,,21,0,0,297,5,0,0,78,1.1030303,0.48107331,0.42963247,2.83189919,2.23166959,,,,,,,,,,,2011
RIX Bernstein 1998-USA,,,,,2,0,0,21,1,0,0,20,1.9047619,1.18422167,0.18699474,19.40224595,0.36828703,,,,,,,,,,,1998
RIX Bernstein 1999-USA,,,,,18,0,0,108,9,0,0,107,1.98148148,0.38478775,0.93209052,4.21232571,3.48826884,,,,,,,,,,,1999
RIX Dennehy 2005-NA,,,,,28,0,0,421,10,0,0,108,0.71828979,0.35224953,0.36013419,1.43263327,4.16247451,,,,,,,,,,,2005
RIX GSK[021] 2007-PAN,,,,,33,0,0,177,2,0,0,51,4.75423729,0.71066551,1.18075902,19.14257839,1.02263804,,,,,,,,,,,2007
RIX GSK[033] 2007-LA,,,,,42,0,0,730,5,0,0,124,1.42684932,0.46300664,0.57579269,3.5358194,2.40922851,,,,,,,,,,,2007
RIX GSK[041] 2007-KOR,,,,,5,0,0,100,3,0,0,52,0.86666667,0.71000181,0.2155249,3.48503164,1.02455085,,,,,,,,,,,2007
RIX GSK[101555] 2008-PHL,,,,,6,0,0,100,3,0,0,50,1,0.68556546,0.26088291,3.83313732,1.09889088,,,,,,,,,,,2008
RIX Kawamura 2011-JPN,,,,,26,0,0,508,8,0,0,257,1.64419291,0.39699116,0.75515009,3.57991127,3.27710793,,,,,,,,,,,2011
RIX Kerdpanich 2010-THA,,,,,7,0,0,348,1,0,0,52,1.04597701,1.05865613,0.13133861,8.33013184,0.46083196,,,,,,,,,,,2011
RIX Kim 2012-KOR,,,,,16,0,0,508,6,0,0,176,0.92388451,0.47065523,0.36727827,2.32402152,2.33156028,,,,,,,,,,,2012
RIX Li 2013b-CHN,,,,,4,0,0,25,2,0,0,25,2,0.81853528,0.40206059,9.94874929,0.77086375,,,,,,,,,,,2013
RIX Li 2014-CHN,,,,,80,0,0,1513,87,0,0,1514,0.92014799,0.15057494,0.68499604,1.23602513,22.77964918,,,,,,,,,,,2014
RIX Narang 2009-IND,,,,,11,0,0,182,8,0,0,181,1.36744505,0.45264746,0.56313908,3.32050472,2.52076435,,,,,,,,,,,2009
RIX NCT00158756-RUS,,,,,6,0,0,78,0,0,0,25,4.27848101,1.45007806,0.24944852,73.3834784,0.24562336,,,,,,,,,,,
RIX Phua 2005-SGP,,,,,31,0,0,1811,13,0,0,653,0.85983095,0.32725765,0.45274208,1.63295902,4.8225065,,,,,,,,,,,2005
RIX Salinas 2005-LA,,,,,111,0,0,1618,45,0,0,537,0.81866502,0.16956116,0.58718576,1.1413976,17.96386029,,,,,,,,,,,2005
RIX Steele 2008-ZAF,,,,,29,0,0,297,14,0,0,150,1.04617605,0.30964118,0.5702138,1.91942798,5.38685144,,,,,,,,,,,2008
RIX Steele 2010b-ZAF,,,,,19,0,0,189,11,0,0,96,0.87734488,0.35753741,0.43534539,1.76809965,4.04026128,,,,,,,,,,,2007
RIX Vesikari 2004a-FIN,,,,,11,0,0,122,5,0,0,62,1.11803279,0.51631709,0.40641023,3.07570333,1.93740058,,,,,,,,,,,2004
RIX Vesikari 2004b-FIN,,,,,20,0,0,265,7,0,0,133,1.43396226,0.42610417,0.62206705,3.30550826,2.84459775,,,,,,,,,,,2004
RIX Vesikari 2007a-EU,,,,,68,0,0,2613,29,0,0,1331,1.19439936,0.21921365,0.77723896,1.83545845,10.74774216,,,,,,,,,,,2007
RIX Vesikari 2011-FIN,,,,,10,0,0,200,2,0,0,50,1.25,0.75828754,0.28278377,5.52542313,0.89822385,,,,,,,,,,,2011
RIX Zaman 2009-BGD,,,,,5,0,0,196,4,0,0,98,0.625,0.65931319,0.17166099,2.27556067,1.18814351,,,,,,,,,,,2009
After dose 2,DIC,MH,Risk Ratio,Random,449,,,10743,183,,,4887,1.01707948,,0.85634976,1.20797684,100,16.5214404,0.83205528,0,0,0.19296665,0.84698509,,,,23,
RIX Anh 2011-PHL,,,,,4,0,0,296,0,0,0,75,2.3030303,1.48515902,0.12535163,42.31256029,0.34919954,,,,,,,,,,,2011
RIX Anh 2011-VNM,,,,,8,0,0,286,0,0,0,73,4.38327526,1.44936166,0.25591743,75.0753952,0.36666212,,,,,,,,,,,2011
RIX Bernstein 1998-USA,,,,,2,0,0,21,1,0,0,20,1.9047619,1.18422167,0.18699474,19.40224595,0.54922915,,,,,,,,,,,1998
RIX Dennehy 2005-NA,,,,,16,0,0,394,5,0,0,101,0.82030457,0.50006094,0.30783819,2.18588732,3.08016316,,,,,,,,,,,2005
RIX GSK[021] 2007-PAN,,,,,21,0,0,168,9,0,0,47,0.65277778,0.36263092,0.32069587,1.32873189,5.85719825,,,,,,,,,,,2007
RIX GSK[033] 2007-LA,,,,,35,0,0,683,6,0,0,112,0.95656418,0.4299365,0.41186179,2.22165555,4.16687953,,,,,,,,,,,2007
RIX GSK[041] 2007-KOR,,,,,5,0,0,99,6,0,0,52,0.43771044,0.58080538,0.14021823,1.36637321,2.28327553,,,,,,,,,,,2007
RIX GSK[101555] 2008-PHL,,,,,6,0,0,98,4,0,0,50,0.76530612,0.62166115,0.22629568,2.58817786,1.99302215,,,,,,,,,,,2008
RIX Kawamura 2011-JPN,,,,,23,0,0,499,8,0,0,250,1.44038076,0.40308095,0.65369353,3.17380646,4.74061877,,,,,,,,,,,2011
RIX Kerdpanich 2010-THA,,,,,15,0,0,342,1,0,0,52,2.28070175,1.02201366,0.30770099,16.90472464,0.73740517,,,,,,,,,,,2011
RIX Kim 2012-KOR,,,,,6,0,0,508,1,0,0,176,2.07874016,1.07657621,0.25200948,17.1468181,0.66455361,,,,,,,,,,,2012
RIX Li 2013b-CHN,,,,,4,0,0,23,4,0,0,22,0.95652174,0.64114522,0.27223944,3.36076887,1.87372893,,,,,,,,,,,2013
RIX Li 2014-CHN,,,,,57,0,0,1449,45,0,0,1446,1.26404417,0.19591934,0.86098464,1.85579113,20.06619192,,,,,,,,,,,2014
RIX Narang 2009-IND,,,,,5,0,0,175,8,0,0,173,0.61785714,0.5599155,0.20619927,1.85135204,2.45682713,,,,,,,,,,,2009
RIX NCT00158756-RUS,,,,,1,0,0,76,0,0,0,25,1.01298701,1.6171636,0.04256687,24.10660385,0.29451788,,,,,,,,,,,
RIX Phua 2005-SGP,,,,,36,0,0,1779,7,0,0,642,1.85593833,0.410506,0.83011871,4.14941507,4.57067735,,,,,,,,,,,2005
RIX Salinas 2005-LA,,,,,116,0,0,1534,46,0,0,522,0.85811462,0.16670999,0.61892995,1.18973189,27.71381598,,,,,,,,,,,2005
RIX Steele 2008-ZAF,,,,,22,0,0,282,9,0,0,143,1.23955871,0.3821342,0.5861299,2.62144243,5.27457843,,,,,,,,,,,2008
RIX Steele 2010b-ZAF,,,,,33,0,0,369,7,0,0,90,1.14982578,0.39917294,0.52584218,2.51425119,4.83389706,,,,,,,,,,,2007
RIX Vesikari 2004a-FIN,,,,,3,0,0,111,2,0,0,60,0.81081081,0.89869776,0.13929856,4.7194615,0.95365714,,,,,,,,,,,2004
RIX Vesikari 2004b-FIN,,,,,11,0,0,255,2,0,0,124,2.6745098,0.7608699,0.60199178,11.88222654,1.33045065,,,,,,,,,,,2004
RIX Vesikari 2007a-EU,,,,,15,0,0,905,9,0,0,486,0.89502762,0.41786983,0.39458902,2.03014885,4.41100504,,,,,,,,,,,2007
RIX Vesikari 2011-FIN,,,,,5,0,0,196,2,0,0,49,0.625,0.82127328,0.12497149,3.125713,1.14194239,,,,,,,,,,,2011
RIX Zaman 2009-BGD,,,,,0,0,0,195,1,0,0,97,0.16666667,1.62829989,0.00685232,4.05377959,0.29050311,,,,,,,,,,,2009
After dose 3,DIC,MH,Risk Ratio,Random,52,,,1108,18,,,282,0.688991,,0.34877398,1.36107803,100,4.11272803,0.24954612,27.05571636,0.13431249,1.07246653,0.28351056,,,,3,
RIX Anh 2011-PHL,,,,,3,0,0,293,1,0,0,75,0.76791809,1.14742626,0.08102591,7.27789699,8.31593006,,,,,,,,,,,2011
RIX Anh 2011-VNM,,,,,3,0,0,283,4,0,0,73,0.1934629,0.75239693,0.04427476,0.84535497,17.22636238,,,,,,,,,,,2011
RIX GSK[021] 2007-PAN,,,,,18,0,0,168,4,0,0,46,1.23214286,0.52712811,0.4384992,3.46220935,29.27284273,,,,,,,,,,,2007
RIX Steele 2010b-ZAF,,,,,28,0,0,364,9,0,0,88,0.75213675,0.36430002,0.36830199,1.53599412,45.18486483,,,,,,,,,,,2007
End of follow-up,DIC,MH,Risk Ratio,Random,720,,,9459,371,,,4846,0.95265879,,0.84334248,1.07614498,100,13.26538691,0.65326365,0,0,0.7798852,0.43545846,,,,16,
RIX Dennehy 2005-NA,,,,,41,0,0,421,14,0,0,108,0.75127248,0.29014524,0.42542735,1.3266903,4.59371384,,,,,,,,,,,2005
RIX GSK[033] 2007-LA,,,,,74,0,0,730,11,0,0,124,1.14271482,0.3082016,0.62459166,2.09064135,4.07122457,,,,,,,,,,,2007
RIX GSK[041] 2007-KOR,,,,,9,0,0,100,9,0,0,52,0.52,0.43930793,0.21981826,1.23010711,2.003811,,,,,,,,,,,2007
RIX GSK[101555] 2008-PHL,,,,,11,0,0,100,7,0,0,50,0.78571429,0.45140473,0.32436071,1.90327286,1.89785319,,,,,,,,,,,2008
RIX Kawamura 2011-JPN,,,,,43,0,0,508,14,0,0,257,1.55385264,0.29803495,0.86640714,2.78674762,4.35371948,,,,,,,,,,,2011
RIX Kerdpanich 2010-THA,,,,,20,0,0,348,2,0,0,52,1.49425287,0.72656429,0.35972569,6.20692853,0.73256596,,,,,,,,,,,2011
RIX Li 2014-CHN,,,,,127,0,0,1513,123,0,0,1514,1.03320276,0.12117201,0.81478637,1.31016912,26.33844872,,,,,,,,,,,2014
RIX Narang 2009-IND,,,,,16,0,0,182,15,0,0,181,1.06080586,0.34372562,0.54082422,2.08072979,3.27318863,,,,,,,,,,,2009
RIX Omenaca 2012-EU,,,,,9,0,0,203,5,0,0,100,0.88669951,0.54422881,0.30516032,2.57646872,1.30566502,,,,,,,,,,,2009
RIX Salinas 2005-LA,,,,,206,0,0,1618,85,0,0,537,0.80434814,0.11890681,0.63713344,1.01544809,27.35151239,,,,,,,,,,,2005
RIX Steele 2008-ZAF,,,,,45,0,0,297,20,0,0,150,1.13636364,0.24937633,0.69702413,1.85262211,6.21848206,,,,,,,,,,,2008
RIX Steele 2010a-ZAF,,,,,16,0,0,50,16,0,0,50,1,0.29154759,0.56472139,1.77078471,4.54962819,,,,,,,,,,,
RIX Vesikari 2004a-FIN,,,,,11,0,0,122,7,0,0,62,0.79859485,0.45764668,0.32566939,1.95828574,1.84643578,,,,,,,,,,,2004
RIX Vesikari 2004b-FIN,,,,,30,0,0,265,8,0,0,133,1.88207547,0.38345919,0.88763819,3.99059901,2.63000472,,,,,,,,,,,2004
RIX Vesikari 2007a-EU,,,,,44,0,0,2613,25,0,0,1331,0.8965021,0.24817989,0.55118858,1.45815072,6.27858342,,,,,,,,,,,2007
RIX Vesikari 2011-FIN,,,,,7,0,0,193,2,0,0,47,0.85233161,0.78511095,0.18294517,3.97096668,0.62738303,,,,,,,,,,,2011
RIX Zaman 2009-BGD,,,,,11,0,0,196,8,0,0,98,0.6875,0.44788723,0.28577906,1.65392191,1.92778003,,,,,,,,,,,2009
Reactogenicity: vomiting,DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
After dose 1,DIC,MH,Risk Ratio,Random,1654,,,12727,706,,,6005,1.0285096,,0.9447552,1.11968899,100,20.21643204,0.68440396,0,0,0.6486456,0.51656748,,,,24,
RIX Anh 2011-PHL,,,,,56,0,0,300,5,0,0,75,2.8,0.44854261,1.16240606,6.74463103,0.93351851,,,,,,,,,,,2011
RIX Anh 2011-VNM,,,,,39,0,0,297,6,0,0,78,1.70707071,0.41966674,0.74994693,3.88572884,1.06640272,,,,,,,,,,,2011
RIX Bernstein 1998-USA,,,,,4,0,0,21,2,0,0,20,1.9047619,0.80770103,0.39113289,9.27592138,0.28789166,,,,,,,,,,,1998
RIX Bernstein 1999-USA,,,,,16,0,0,108,10,0,0,107,1.58518519,0.37933487,0.75368448,3.33403715,1.30522328,,,,,,,,,,,1999
RIX Dennehy 2005-NA,,,,,56,0,0,421,19,0,0,108,0.75609451,0.24259878,0.46997595,1.21640035,3.19119356,,,,,,,,,,,2005
RIX GSK[021] 2007-PAN,,,,,36,0,0,177,10,0,0,51,1.03728814,0.32018778,0.55380271,1.94287002,1.83198046,,,,,,,,,,,2007
RIX GSK[033] 2007-LA,,,,,115,0,0,730,22,0,0,124,0.8879203,0.21146115,0.58664845,1.34390956,4.20019225,,,,,,,,,,,2007
RIX GSK[041] 2007-KOR,,,,,18,0,0,100,11,0,0,52,0.85090909,0.34239433,0.43494724,1.66467611,1.60205428,,,,,,,,,,,2007
RIX GSK[101555] 2008-PHL,,,,,15,0,0,100,9,0,0,50,0.83333333,0.38441875,0.39228429,1.7702581,1.2709288,,,,,,,,,,,2008
RIX Kawamura 2011-JPN,,,,,58,0,0,508,28,0,0,257,1.04794713,0.21701638,0.68488033,1.60348187,3.98790967,,,,,,,,,,,2011
RIX Kerdpanich 2010-THA,,,,,103,0,0,348,13,0,0,52,1.18390805,0.2540226,0.71960395,1.94779122,2.91062083,,,,,,,,,,,2011
RIX Kim 2012-KOR,,,,,78,0,0,508,30,0,0,176,0.9007874,0.19622315,0.61319253,1.32326782,4.87786609,,,,,,,,,,,2012
RIX Li 2013b-CHN,,,,,2,0,0,25,1,0,0,25,2,1.19163753,0.19351128,20.67062933,0.13226411,,,,,,,,,,,2013
RIX Li 2014-CHN,,,,,165,0,0,1513,176,0,0,1514,0.93811963,0.10208322,0.76800638,1.14591292,18.02277397,,,,,,,,,,,2014
RIX Narang 2009-IND,,,,,24,0,0,182,24,0,0,181,0.99450549,0.26891256,0.58709502,1.6846356,2.59721662,,,,,,,,,,,2009
RIX NCT00158756-RUS,,,,,9,0,0,78,1,0,0,25,2.88461538,1.02873252,0.38408664,21.66439793,0.17747019,,,,,,,,,,,
RIX Phua 2005-SGP,,,,,102,0,0,1811,39,0,0,653,0.94304039,0.18265096,0.6592612,1.34897243,5.62971545,,,,,,,,,,,2005
RIX Salinas 2005-LA,,,,,285,0,0,1618,89,0,0,537,1.06279774,0.11074512,0.85542946,1.32043505,15.31373479,,,,,,,,,,,2005
RIX Steele 2008-ZAF,,,,,55,0,0,297,21,0,0,150,1.32275132,0.23615079,0.83265729,2.10130997,3.36784075,,,,,,,,,,,2008
RIX Steele 2010b-ZAF,,,,,24,0,0,189,14,0,0,96,0.8707483,0.31206981,0.47234392,1.60519182,1.92853196,,,,,,,,,,,2007
RIX Vesikari 2004a-FIN,,,,,20,0,0,122,14,0,0,62,0.72599532,0.31161325,0.39417415,1.33714806,1.93418727,,,,,,,,,,,2004
RIX Vesikari 2004b-FIN,,,,,23,0,0,265,6,0,0,133,1.92389937,0.44592886,0.80279937,4.61060253,0.94449399,,,,,,,,,,,2004
RIX Vesikari 2007a-EU,,,,,290,0,0,2613,141,0,0,1331,1.04765317,0.09698689,0.86628768,1.26698924,19.9666058,,,,,,,,,,,2007
RIX Vesikari 2011-FIN,,,,,39,0,0,200,7,0,0,50,1.39285714,0.37881152,0.66292077,2.92652021,1.30883227,,,,,,,,,,,2011
RIX Zaman 2009-BGD,,,,,22,0,0,196,8,0,0,98,1.375,0.39388885,0.6353659,2.97564756,1.21055071,,,,,,,,,,,2009
After dose 2,DIC,MH,Risk Ratio,Random,992,,,10743,424,,,4887,0.92344116,,0.80925532,1.05373861,100,28.02083385,0.21499486,17.91821713,0.01775527,1.18269941,0.23692832,,,,23,
RIX Anh 2011-PHL,,,,,32,0,0,296,5,0,0,75,1.62162162,0.46318278,0.65416549,4.01986459,1.95238716,,,,,,,,,,,2011
RIX Anh 2011-VNM,,,,,27,0,0,286,7,0,0,73,0.98451548,0.4033597,0.4465624,2.17051579,2.51325083,,,,,,,,,,,2011
RIX Bernstein 1998-USA,,,,,4,0,0,21,0,0,0,20,8.59090909,1.45916025,0.49203916,149.99562025,0.21124698,,,,,,,,,,,1998
RIX Dennehy 2005-NA,,,,,30,0,0,394,15,0,0,101,0.51269036,0.29590698,0.28706396,0.91565448,4.30633581,,,,,,,,,,,2005
RIX GSK[021] 2007-PAN,,,,,33,0,0,168,6,0,0,47,1.53869048,0.41199602,0.68621407,3.45018922,2.41886218,,,,,,,,,,,2007
RIX GSK[033] 2007-LA,,,,,82,0,0,683,17,0,0,112,0.79097408,0.24622338,0.48817612,1.28158663,5.78616862,,,,,,,,,,,2007
RIX GSK[041] 2007-KOR,,,,,21,0,0,99,10,0,0,52,1.1030303,0.34392916,0.56212695,2.16441471,3.33371434,,,,,,,,,,,2007
RIX GSK[101555] 2008-PHL,,,,,8,0,0,98,1,0,0,50,4.08163265,1.04632496,0.5250498,31.72980001,0.40764593,,,,,,,,,,,2008
RIX Kawamura 2011-JPN,,,,,32,0,0,499,14,0,0,250,1.14514744,0.31092533,0.62258877,2.10630632,3.96336294,,,,,,,,,,,2011
RIX Kerdpanich 2010-THA,,,,,65,0,0,342,15,0,0,52,0.6588694,0.24473769,0.40782912,1.06443815,5.84052045,,,,,,,,,,,2011
RIX Kim 2012-KOR,,,,,45,0,0,508,17,0,0,176,0.91709125,0.27091591,0.53927279,1.55961207,4.97557302,,,,,,,,,,,2012
RIX Li 2013b-CHN,,,,,1,0,0,23,1,0,0,22,0.95652174,1.38241354,0.06367696,14.36836602,0.23513152,,,,,,,,,,,2013
RIX Li 2014-CHN,,,,,91,0,0,1449,100,0,0,1446,0.90811594,0.14002613,0.69016168,1.19490054,12.13853223,,,,,,,,,,,2014
RIX Narang 2009-IND,,,,,12,0,0,175,13,0,0,173,0.91252747,0.38569648,0.42848982,1.94335164,2.72360678,,,,,,,,,,,2009
RIX NCT00158756-RUS,,,,,3,0,0,76,0,0,0,25,2.36363636,1.49474604,0.12625556,44.24974799,0.20138665,,,,,,,,,,,
RIX Phua 2005-SGP,,,,,77,0,0,1779,26,0,0,642,1.06875081,0.22210089,0.6915504,1.65169205,6.76057558,,,,,,,,,,,2005
RIX Salinas 2005-LA,,,,,189,0,0,1534,59,0,0,522,1.09007138,0.1402589,0.82806865,1.43497233,12.11737317,,,,,,,,,,,2005
RIX Steele 2008-ZAF,,,,,47,0,0,282,14,0,0,143,1.70238095,0.28664623,0.97065085,2.98572954,4.53884028,,,,,,,,,,,2008
RIX Steele 2010b-ZAF,,,,,60,0,0,369,17,0,0,90,0.86083214,0.24833255,0.52909958,1.40055293,5.7101769,,,,,,,,,,,2007
RIX Vesikari 2004a-FIN,,,,,16,0,0,111,12,0,0,60,0.72072072,0.34663765,0.36534949,1.42175743,3.28850216,,,,,,,,,,,2004
RIX Vesikari 2004b-FIN,,,,,16,0,0,255,11,0,0,124,0.70730838,0.3760625,0.33845725,1.47813393,2.84917623,,,,,,,,,,,2004
RIX Vesikari 2007a-EU,,,,,53,0,0,905,46,0,0,486,0.61873649,0.19350573,0.42344143,0.90410341,8.21610696,,,,,,,,,,,2007
RIX Vesikari 2011-FIN,,,,,31,0,0,196,6,0,0,49,1.29166667,0.4164307,0.57106297,2.9215741,2.37237768,,,,,,,,,,,2011
